,review,label,clean
29815,"packaging nya rapi, original, pengiriman cepat dan murah",Positive,packaging nya rapi original kirim cepat murah
29841,Puas kualitas barang ama pelayananya tapi harga berubah terus...,Positive,puas kualitas barang sama pelayanannya harga ubah
29842,Kok masih dikirim kan udah dibatalin,Negative,kirim sudah dibatalin
29852,"Responnya cepat dan rapi sih. Tapi yg dipesan Cruzer Glide, yg dikirim malah Cruzer Edge -_-"" Gak ada waktu luang buat return, barangnya dipakai aja deh. Utk orderan berikutnya tolong lebih teliti lagi ya, gan.",Negative,responya cepat rapi sih yang pes cruzer glide yang kirim cruzer edge tidak luang return barang pakai saja deh untuk order tolong teliti iya juragan
29872,"tenyata barangnya lebih kecil dari perkiraan, kapasitas yang muat banyak itu loh yang bikin saya tertarik selain bentuknya yang elegan. trims Kenkez, trims juga Lazada",Positive,tenyata barang kir kapasitas muat loh bikin tarik bentuk elegan terima kasih kenkez terima kasih lazada
29909,"respon lumayan cpt baru 2hari pesen udh sampw rmh, packing lumayan bagus. moga barangnya awet.",Positive,respon lumayan cepat sen sudah sampai rumah packing lumayan bagus moga barang awet
29910,barang cepat sampai n sesuai gambar,Positive,barang cepat dan sesuai gambar
29936,"barang datang tepat waktu. pack rapi pas di buka barang tidak sama dgn yg di gambar, yg datang warna hijau. baru di buka belum di coba",Positive,barang pack rapi pas buka barang dengan yang gambar yang warna hijau buka coba
29937,"produk standart, pengiriman standart.produk standart, pengiriman standartproduk kurang baik, pengiriman baik",Positive,produk standart kirim standart produk standart kirim standartproduk kirim
29939,"Bagus cukup besar kapasitasnya bisa banyak nympan data , video musik.  Mantap",Positive,bagus kapasitas nympan data video musik mantap
29940,"scrap, barang sampah dijual",Negative,scrap barang sampah jual
29941,Ternyata brang gk normal& Udah terlanjur psan 3 lagi.  Ini barang bisa dibatalkan toh.,Positive,brang tidak normal sudah lanjur psan barang batal
29942,flashdisk gua baru sampe aja langsung rudak,Negative,flashdisk saya sampai saja langsung rudak
29944,GK bagus.. dimasukin data. Eh.. GK tau y GK bs kebuka..,Negative,tidak bagus dimasuki data eh tidak tahu iya tidak bisa buka
29954,ok lah,Positive,oke
29959,saya kecewa flashdisknya korup transfer data gk 100%,Negative,kecewa flashdisknya korupsi transfer data tidak
29960,setiap mindahin file dan selesah dipasang kembali file hilang,Negative,mindahin file selesah pasang file hilang
29962,"kecewa sih,bnyk virusnya",Negative,kecewa sih banyak virus
29963,kemasan tidak rapi cuma dibungkus kertas amplop coklat saja,Negative,kemas rapi bungkus kertas amplop cokelat
29965,gak bisa di pakek,Negative,tidak pakai
29966,gk bisa buat nyimpan video tiap mau nyimpan data suka ilang.,Negative,tidak nyimpan video nyimpan data suka hilang
29967,"setiap mindain file cuma shorcut nya aja,gimana nih!",Negative,mindain file shorcut nya saja bagaimana ini
29999,I Bought this unit and expected much like the specification but you sent me the unit without copy disk to disk features. i need to reclaim what i suppose to get but i don't think Lazada.co.id will help me to negotiate with them cause this unit came from foreign country. or can you?  What do you think Costumers (Shop has Changing the brochure... good education well information for us)..Nice,Positive,i bought this unit and expected much like the specification but kamu sent me the unit without copy disk untuk disk features i ned untuk reclaim apa i supose untuk get but i jangan think lazada cowok id wil help me untuk negotiate with them cause this unit came dari foreign negara orang dapat kamu apa di kamu think costumers shop has changing the brochure god education wel informasi untuk us nice
30062,barang sesuai tp gak bisa nyimpen data,Negative,barang sesuai tetapi tidak menyimpan data
30063,psnan cpt bgt sampe nya.br kmren psn skrg udh dtg.tp ga bs full di gunain.otg nya kacau,Negative,psnan cepat banget sampai nya baru kemarin pesan sekarang sudah datang tetapi tidak bisa ful gunain otg nya kacau
30068,pretty good. Free stuff kept as spares. Fast delivery and for the price very happy.,Positive,prety god fre stuf kept as spares fast delivery and untuk the harga very hapy
30069,"gak bisa dipake flashdisknya... chargernya bukannya buat nambah,,malah ngurangin baterai",Positive,tidak dipakai flashdisknya chargernya buka bertambah mengurangi baterai
30070,flashdis berpungsi paking juga rapih makasih Lazada,Positive,flashdis pungsi paking rapi terimakasih lazada
30072,flashdiaknya gk bisa ngesave film .....gmn neh,Negative,flashdiaknya tidak ngesave film bagaimana ini
30073,paket sudah diterima kondisi oke.. cuma warna yg gak sesuai request,Positive,paket terima kondisi oke warna yang tidak sesuai request
30075,"Flashdisk nya bagus, ga error.",Positive,flashdisk nya bagus tidak eror
30092,kecewa tdk bisa dipake di hp model skg..saya baca infonya bisa di hp model skg tp ternyata ga bsa karna tpt pemasangannya beda uk antara flashdisk n hp☹,Negative,kecewa tidak dipakai hp model sekarang baca informasi hp model sekarang tetapi tidak bisa karena tepat pemasanganya beda uk flashdisk dan hp
30094,"gak berfungsi nih ,tolong dong bisa di retur gak ??",Negative,tidak fungsi ini tolong retur tidak
30095,"colokannya kecilnya gak bsa, hrus pakai kabel usb tambahan yg besar...... bikin ribet, padahal hpku udah samsung A7",Negative,colokanya kecil tidak bisa harus pakai kabel usb tambah yang bikin ribet hpku sudah samsung a
30099,bisa di tukar ??,Negative,tukar
30102,Flashdisk nya jelek... Gak bisa dipake...,Negative,flashdisk nya jelek tidak dipakai
30104,cepet rusak,Negative,cepat rusak
30105,"barang jelek..baru di isi file, file2 nya banyak yang ilang..rusak!",Negative,barang jelek isi file file nya hilang rusak
30106,duh  ni gmna ko gni ga bisa di pake jadi nyh .,Negative,aduh ini bagaimana kok begini tidak pakai nyh
30109,barang rusakkkk gak bisa di pakai baru kali ini beli di lazada nyesel kek gini!,Negative,barang rusak tidak pakai kali beli lazada menyesal seperti gin
30112,ka ko gak kepakai smua baru 12 gb aja smua nya ke hapus otomatis...,Negative,kak kok tidak pakai semua gb saja semua nya hapus otomatis
30114,maaf ya mas kalau jualan tuh yang bener dong ah flashdisk nya kok gak bisa kepakai ya,Negative,maaf iya mas jual tuh benar ah flashdisk nya tidak pakai iya
30121,ga isa dipake,Negative,tidak isa dipakai
30123,gak respon sam sekali...mubazir gak kepake,Negative,tidak respon sama mubazir tidak terpakai
30231,Packing rapih....cuma td responaif connect di Hardisk nya ..over all mah lumayan deh dgn harga sgtu,Positive,packing rapi tadi responaif menghubungkan hardisk nya over al mah lumayan deh dengan harga sebegitu
30255,barang baru saja dtg.. ternyata remote tidak berfungsi... dan tdk ada tombol sama sekali di tv nya... alhasil tv ga bs nyala sama sekali... saya harus kemana nih nukar remote nya... tolong dibantu ikedo store,Negative,barang datang remote fungsi tidak tombol televisi nya alhasil televisi tidak bisa nyala mana ini nukar remote nya tolong bantu ikedo store
30256,"Sgt mengecewakan,  brg cpt datang tapi gambarnya setengah,  lcd tvnya rusak,  parah ni,,  masak sya dkirimi tv rusak,,,",Negative,sangat kecewa barang cepat gambar lcd tvnya rusak parah ini masak saya dkirimi televisi rusak
30260,beli 2 dikirim 1 bisa .... bagaimana sih....  makin parah tidak berfungsi,Negative,beli kirim sih parah fungsi
30324,Diterima bagusbluar dalam,Positive,terima bagusbluar
30385,USB 8GB ini ga bisa di pakai,Negative,usb gb tidak pakai
30394,"bagus, paket baik",Positive,bagus paket
30423,"Barang original, kemasan rapi tapi diterima terlambat sehari dari jadwal maksimum pengiriman. Semoga lebih diperhatikan dan makin sukses kedepannya",Positive,barang original kemas rapi terima lambat hari jadwal maksimum kirim moga perhati sukses depa
30425,Barang bagus tapi pengiriman lumayan lama,Positive,barang bagus kirim lumayan
30426,Status terkirim tp barang ga sampe,Negative,status kirim tetapi barang tidak sampai
30427,kalau di pakai Flash Disk nya panas,Positive,pakai flash disk nya panas
30429,harga miring...,Positive,harga miring
30433,"Sudh saya transfer, tiba"" sehari kemudian stok habis! Gmna inii lazada?? Kecewaa",Negative,sudah transfer hari stok habis bagaimana lazada kecewa
30445,"Saya sudah bayar dr tgl 2 tp sampai tgl 6 barang msh d proses,padahal ditulis estimasi pengiriman sampai dg tgl 6..bagaimana ni??",Negative,bayar dari tanggal tetapi tanggal barang masih ada proses tulis estimasi kirim dengan tanggal ini
30446,"Tolol kan, orang barang kaga nyampe di bilang terkirim, dasar dongo, tolol emang.  Jangan mau di boongin",Negative,tolol orang barang tidak sampai bilang kirim dasar dongo tolol memang bongin
30451,"Paket sampai barang ok. Tapi kurir tidak ramah dan berbicara ditelfon tdk baik(bentak), barang dikirim tdk sesuai alamat sehingga saya harus menjemputnya.",Positive,paket barang oke kurir ramah bicara ditelfon tidak baikbentak barang kirim tidak sesuai alamat sehinga jemput
30452,"Paket sampai barang ok. Tapi kurir tidak ramah dan berbicara ditelfon tdk baik, barang dikirim tdk sesuai alamat sehingga saya harus menjemputnya.",Positive,paket barang oke kurir ramah bicara ditelfon tidak barang kirim tidak sesuai alamat sehinga jemput
30459,Kemahalan ni masih.. disebelah cuma 5x.000,Negative,mahal ini belah kali
30463,Alhamdulillah sesuai dengan harapan,Positive,alhamdulillah sesuai harap
30465,Saya sangat puas,Positive,puas
30470,Puas sesuai gambar,Positive,puas sesuai gambar
30473,Kalo bisa lebih kuat bahannya,Positive,kalau kuat bahanya
30476,Puass,Positive,puas
30484,Meskipun nyampe nya telat tapi flashdisk nya bagus dan real capacity 32GB. Semoga awet flashdisk nya,Positive,sampai nya terlambat flashdisk nya bagus real capacity gb moga awet flashdisk nya
30494,Pelayanan bagus dan harga bersaing dibandingkan dengan toko pesaing,Positive,layan bagus harga saing banding toko saing
30495,"Bgus sih,body ringan bgt.  Copy paste supercepat.  cuma cepet overheat,  klo udah overheat jdi gak kbaca storage flashdisknya.",Positive,bagus sih body ringan banget copy paste supercepat cepat overheat kalau sudah overheat jadi tidak kbaca storage flashdisknya
30496,"Baik,,brng tepat waktu",Positive,brng
30501,mungil kapasitasnya lumayan walau gak full. cuma agak lama nyampenya-_-,Positive,mungil kapasitas lumayan tidak ful sampainya
30503,"Imut, tapi kapasitanya gede... mantap dah.. walaupun datangnya lamaaa... tapi puas.",Positive,imut kapasitanya besar mantap sudah datang puas
30504,"Murah, cepat , dan bagus.. Hanya saja used space 29gb.. Tidak sampai 32gb",Positive,murah cepat bagus used space gb gb
30507,Bagus n pengiriman sesuai target,Positive,bagus dan kirim sesuai target
30510,"barang telah di terima, packing rapi dan berfungsi dgn baik",Positive,barang terima packing rapi fungsi dengan
30512,Thanks .. Barang Nya Sampe.. Mendarat Dengan Selamat..,Positive,terimakasih barang nya sampai darat selamat
30514,Sesuai dengan ekspektasi,Positive,sesuai ekspektasi
30527,"Produk sudah diterima dengan baik. Packing rapi. Barang sesuai spec. Hanya saja pengiriman tdk terlalu cepat.. So far, overall worth it. Thanks Lazada! Good vendor.",Positive,produk terima packing rapi barang sesuai spec kirim tidak cepat jadi far overal worth itu terimakasih lazada god vendor
30552,"Sesuai sama yg digambar,  pengiriman juga cepa,,  top lh",Positive,sesuai yang gambar kirim cepa top lah
30556,"Barang bagus ,hanya pengirimannya lama",Negative,barang bagus pengirimanya
30561,Used space gak full 32 G,Positive,used space tidak ful tidak
30562,Kualitas barang yang bagus dengan harga menarik dan murah banget,Positive,kualitas barang bagus harga tarik murah banget
30563,"Pesanan datang tepat waktu, kualitas no. 1...mantabs....",Positive,pesan kualitas nomor mantap
30564,"Bagus,bisa dipake, pengemasan manteb,terima kasih barangnya",Positive,bagus dipakai emas mantap terima kasih barang
30565,"Barang bagus sesuai deskripasi, hanya pengirimannya agak lama, thx lazada",Positive,barang bagus sesuai deskripasi pengirimanya terimakasih lazada
30567,barangnya sdh dterima... sesuai bgt,Positive,barang sudah dterima sesuai banget
30575,"Barangnya oke,pengirimannya cepat.tapi harganya naik turun",Positive,barang oke pengirimanya cepat harga turun
30577,Kualitas bagus. Sesuai dgn gambar,Positive,kualitas bagus sesuai dengan gambar
30579,Alhamdulillah Produk Ok Dan Sesuai. Terima Kasih,Positive,alhamdulillah produk oke sesuai terima kasih
30580,pas mantap untuk harddisk external. top.. terima kasih CMart dan lazada,Positive,pas mantap hardisk external top terima kasih cmart lazada
30594,"Barang pada prinsipnya bisa dipakai untuk baca HDD notebook yg error systemnya dan berfungsi dengan baik, hanya 1 hal saja, diiklannya transparan tapi yang datang warna hitam. but overall it's ok.",Positive,barang prinsip pakai baca hd notebok yang eror systemnya fungsi diklanya transparan warna hitam but overal its oke
30621,alhamdulillah berfungsinya cuma 2 hari...trus pas mau nyimpan lagi gak kebaca filenya ...bijimane nih...,Negative,alhamdulillah fungsi terus pas nyimpan tidak baca filenya bagaimana ini
30623,"Datengnya cepet sih, 2 hari. Fd nya juga garusak. Tp saya pesen pink kenapa dikirim merah hmm",Positive,datengnya cepat sih fd nya garusak tetapi sen pink kirim merah hm
30631,Sangat beresiko pengiriman TV lewat Pos Indonesia ke Riau tidak di packing oleh toko.,Negative,resiko kirim televisi pos indonesia riau packing toko
30632,lama confirmasinya sedang sy pakai k kredit,Negative,confirmasinya saya pakai kak kredit
30640,"barang ringkih, goyang"", gak ke detect komputer",Negative,barang ringkih goyang tidak detect komputer
30646,Tolong kabari jika sudah ada stoknya,Positive,tolong kabar stok
30648,"bonus tidak sesuai yg tertera di katalog, body minta warna putih di kasih item. respon  kurang baik. Di katalog toshiba canvio ready, yg di kirim canvio basic :( kabel konektor nya jauh berbeda dengan yang saya beli di toko lain. dan ketika di colokan ke body hardisk, susah untuk di cabut :(👏👏👏",Negative,bonus sesuai yang tera katalog body warna putih kasih hitam respon katalog toshiba canvio ready yang kirim canvio basic kabel konektor nya beda beli toko colok body hardisk susah pergi
30652,barangnya bagus hanya kapasitasnya setelah saya colokkan ke laptop 931Gg bukan 1TB... tapi ok lah...,Positive,barang bagus kapasitas colok laptop tidak tb oke
30658,"sesuai, cuman gak nyampe 1 TB hanya 931 GB",Positive,sesuai cuma tidak sampai tb gb
30666,"sesuai sih tp ga sampe 1 tb, cuma 931 -_-",Positive,sesuai sih tetapi tidak sampai tb
30688,"beli sewaktu promo harbolnas, eh abis beli cek lapak lain langganan lebih murah 40 ribuan, nyesel juga sebetulnya kirain uda flashsale lzd da mantap eh tertipu. packing minim bener ngeri cuma packing plastik hitam dan bubblewrap tipis dilakban, mudah2an pas pengiriman ga abis terombang ambing dan masih perfect performanya. thanks gan semoga bisa jd feedback kedepannya. sukses selalu.",Positive,beli promo harbolnas eh habis beli cek lapak langanan murah ribu menyesal mengira sudah flashsale lzd sudah mantap eh tipu packing minim benar ngeri packing plastik hitam bublewrap tipis dilakban mudah pas kirim tidak habis terombang ambing perfect performa terimakasih juragan moga jadi fedback depa sukses
30689,"packing oke.. sy mendaftarkan SN pada barang ini di website,, tapi tidak terdeteksi..?? Bingung saya",Positive,packing oke saya daftar sn barang situs deteksi bingung
30698,"Pacing bagus, rapih ada bubble warpnya, fast respon",Positive,pacing bagus rapi buble warpnya fast respon
30733,"packing lumayan, kualitas ori seq read/write sesuai dengan deskripsi, tapi sangat panas saat digunakan",Positive,packing lumayan kualitas original seq readwrite sesuai deskripsi panas saat
30738,"Barang bagus kecil simpel kenceng karna udah usb3, cuma sayang gak dapet talinya jadi harus beli lagi, kalo gak pake tali takut ilang sangking kecilnya. Overall puas beli di lazada",Positive,barang bagus simpel cepat karena sudah usb sayang tidak dapat tali beli kalau tidak pakai tali takut hilang sangking kecil overal puas beli lazada
30740,"Walau harus memakan waktu hampir seminggu, ternyata sampai juga ke saya...terima kasih.",Positive,makan semingu terima kasih
30748,Good Product,Positive,god produk
30750,keren bisa cod,Positive,keren bayar saat pengiriman
30752,Everthing is OK.. Thanks Lazada..,Positive,everthing is oke terimakasih lazada
30754,"flash disknya ok bgt designnya keren sampe akhirnya dibajak sm suami :( . saya kasih bintang 5 kalau lebih cepet lagi nyampenya( order tgl 17 sampe 21 sore, detik2 akhir batas terlama) over all ok lah sellernya recomended, thanks lazada",Positive,flash disknya oke banget designya keren sampai bajak sama suami kasih bintang cepat sampainya order tanggal sampai sore detik batas lama over al oke selernya recomended terimakasih lazada
30764,"Kecil banget diluar dugaan tapi lucu, sayangnya ada bunyi2 didalamnya seperti ada komponen yang lepas",Positive,banget luar dugan lucu sayang bunyi dalam komponen lepas
30775,stndr,Positive,stndr
30779,Rekomended seller,Positive,rekomended seler
30780,Tolong dikirimin barangnya dalam 1 hari saya lagi butuh banget untk tugas sekolah saya,Negative,tolong dikirimin barang butuh banget untuk tugas sekolah
30781,Saya maunya dikirimin dalam 1 hari dong saya lg butuh banget,Negative,mau dikirimin lagi butuh banget
30786,Puas dengan barang yg sampai kok. Keselurahan bagus sekali cmn pengirimannya lama ya padahal biasanya cepet hehe tp gapapa its worth to wait kok. Semoga awet hihi,Positive,puas barang yang selurah bagus cuman pengirimanya iya cepat he tetapi tidak apa-apa its worth untuk tunggu moga awet hihi
30789,Kog ciuma 14 GB nggak 16 GB,Negative,kok ciuma gb tidak gb
30798,"Salah kirim barang pesan flashdisk sandisk 16gb yang datang kartu memori sandisk 16gb, gmna cara tukarnya gan",Negative,salah kirim barang pesan flashdisk sandisk gb kartu memori sandisk gb bagaimana tukar juragan
30799,barangnya imut ternyata,Positive,barang imut
30803,"Pengiriman cepat, tapi isinya cuma 14gb",Positive,kirim cepat isi gb
30806,Isinya cuma 14gb.. Hadeh..,Negative,isi gb hadeh
30856,"Barang bagus gan, pengiriman cepat cuma 2 hk, trims....",Positive,barang bagus juragan kirim cepat hk terima kasih
30861,Barang bagus tp masih blm di coba..pengiriman lumayan cepat..,Positive,barang bagus tetapi belum coba kirim lumayan cepat
30862,"Packing bagus, pengiriman lumayan cepat",Positive,packing bagus kirim lumayan cepat
30863,"barang diterima baik, packing rapih cuma kurang banyak bubble wrap  nya...   terimakasih",Positive,barang terima packing rapi buble wrap nya terimakasih
30880,Compatible  buat linux ga ?,Positive,compatible linux tidak
30902,"Barang datang tepat waktu dan tidak ada cacat, isi dalam nya juga baik tidak error",Positive,barang cacat isi nya eror
30914,Semoga tahan lama.,Positive,moga tahan
30917,mantap deh ga kecewa..,Positive,mantap deh tidak kecewa
30918,"Barang oke ga error, goodlah pokonyaa tx lazada",Positive,barang oke tidak eror godlah pokok tidak lazada
30964,Harga murah speed standard. Test sederhana copy file video kira2 10.5 Mb/s.,Positive,harga murah sped standar test sederhana copy file video mbs
30971,SUdah sering repeat order untuk beli flashdisk ini.. barang berfungsi dgn baik,Positive,ulangi order beli flashdisk barang fungsi dengan
30972,produk sama seperti di gambar sampai 3-4 hari lumayanlah,Positive,produk gambar lumayan
30981,Sangat puas dan sesuai pesanan walaupun sesikit terlambat..,Positive,puas sesuai pesan sikit lambat
30991,"barang udqh sampai, tapi realnya hanya 14 lebih. lumayan lah. tengkiu lazada dan CX shop. tengkiu bg kurir.",Positive,barang udqh real lumayan tengkiu lazada cx shop tengkiu bang kurir
30995,"barang berfungsi normal, tapi tidak sebanding dengan harganya yang lumayan mahal",Positive,barang fungsi normal banding harga lumayan mahal
30998,Mantap barangnya Mantul Cuma kecewa sama keterlambatan Barang Y Lewat 1 Hari tapi untuk barang Norjay.,Positive,mantap barang mantul kecewa lambat barang iya barang norjay
31000,"Alhamdulillah...Udah sampai dengan selamat, pengirimannya cepat... Walaupun bungkusnya cuma amplop coklat aja. Isinya aman dan setelah di cek ori sesuai dengan keterangan seller... In Shaa Allah awet di pakainya. Semoga tetap amanah menjaga kepercayaan customer. Terima Kasih Lazada dan Seller.",Positive,alhamdulillah sudah selamat pengirimanya cepat bungkus amplop cokelat saja isi aman cek original sesuai terang seler ini sha alah awet pakai moga amanah jaga kepercayaan customer terima kasih lazada seler
31002,"Kemasannya Ok, sepertinya emang ORI, tapi kekurangannya kenapa kapasitas yg terbaca hanya 14Gb, sisanya lg gak jelas kmn",Positive,masa oke memang original kekurangannya kapasitas yang baca gb sisa lagi tidak kemana
31003,"Bagus sih tapi sayang aslinya 16GB tapi storagenya 14 GB doang, pengiriman agak lama juga, thanks lah LAZADA",Positive,bagus sih sayang asli gb storagenya gb saja kirim terimakasih lazada
31007,"saya order tanggal 6 desember 2017 via gosend yang harusnya sampai dihari yang sama, tapi sampai saat ini saya masih belum terima flashdisk nya.. mohon direspon dan mohon bantuannya ..",Negative,order tangal desember via gosend hari saat terima flashdisk nya mohon direspon mohon bantuanya
31009,"Karena jumlah nya tidak memenuhi saya pesan di tempat lain, nama toko nya sama tapi bukan di Lazada. Pesan di hari yang sama dgn di Lazada namun lebih belakang namun nyampai jauh lebih cepat.  Di sana pesan tgl 22 Agustus (rabu malam) nyampai di tangan tgl 24 agustus (jumat) sementara di lazada sampai di tangan hari senin malam. Terlalu banyak yang harus dilewati dan terlalu lama di setiap tempat.. Semoga ke depan dapat ditingkatkan efisiensi waktu nya...",Negative,nya penuh pesan nama toko nya lazada pesan dengan lazada nyampai cepat pesan tanggal agustus rabu malam nyampai tangan tanggal agustus jumat lazada tangan senin malam lewat moga tingkat efisiensi nya
31014,Barang sudah sampai.. pengiriman cepat.. semoga awet.. makasih lazada & CX shop,Positive,barang kirim cepat moga awet terimakasih lazada cx shop
31019,"Alhamdulillah barang nya sampe, hari itu dikirim dan hari itu juga sampe. Terimakasih cx shop dan lazada.",Positive,alhamdulillah barang nya sampai kirim sampai terimakasih cx shop lazada
31026,Pokok ok deeh..,Positive,pokok oke deh
31063,"bagus .maksih lazada 😄mudah"" an aja awet",Positive,bagus terimakasih lazada mudah an saja awet
31071,"Barang nya mantap, juga datang sesuai waktu yg telah ditentukan",Positive,barang nya mantap sesuai yang tentu
31073,Barang sampai  Pancing rapih berfungsi 100%   Namun pengiriman agak lambat 1 hari,Positive,barang pancing rapi fungsi kirim lambat
31077,sesuai pesanan  barang...ok,Positive,sesuai pesan barang oke
31079,mantappp bro,Positive,mantap saudara laki-laki
31082,Nggak mengecewakan dan semoga awet . Thanks lazada.,Positive,tidak kecewa moga awet terimakasih lazada
31085,"Barang original, pengiriman cepat Terima kasih",Positive,barang original kirim cepat terima kasih
31087,Belum dicobs,Positive,dicobs
31094,brng oke,Positive,brng oke
31096,Ngirim nya lama,Negative,mengirim nya
31097,Barang sdh smpai😊maaf bru sempat buat ulasan.barng sesuai .cuma belum sy pakai..,Positive,barang sudah sampai maaf baru ulas barng sesuai saya pakai
31098,barang keren mantap lah!,Positive,barang keren mantap
31102,Bagus murah berkualitas Tapi pengiriman agak lama,Positive,bagus murah kualitas kirim
31107,Barang bagus ..dan semoga awet terima kasih Cx Shop dan lazada,Positive,barang bagus moga awet terima kasih cx shop lazada
31121,Dateng tepat waktu rapih dan cocok thank u lazada,Positive,datang rapi cocok thank kamu lazada
31371,Ok dah..,Positive,oke sudah
31434,Mahal.. g bs cancel cod. Males belanja di lazada. Mendingan belanja di Bukalapak murah dan g ribet. Menang COD doang lazada,Negative,mahal tidak bisa cancel bayar saat pengiriman malas belanja lazada lebih baik belanja bukalapak murah tidak ribet menang bayar saat pengiriman saja lazada
31437,alhamdulillah barang sudah sampai sesuai jadwal..packing bagus dan rapih...kurirnya ramah pula...namun sayang isinya jadi 29.2 GB tapi gpp disyukuri saja toh murah juga :v...moga awet barangnya,Positive,alhamdulillah barang sesuai jadwal packing bagus rapi kurir ramah sayang isi gb gp syukur murah v moga awet barang
31440,pengiriman cepat. namun unit yg sy terima tmpkny ada mslh. sering error dan ga ke detect ps lg dipke. Utk psnan lainnya micrsd brjln baik blm ada kendala,Negative,kirim cepat unit yang saya terima tmpkny masalah eror tidak detect pas lagi dipakai untuk psnan lai micrsd brjln belum kendala
31458,"sudah diterima dan OK punya ( sedang testing file... so far is Good ), 29GB size. barang di segel :) /parmi",Positive,terima oke testing file jadi far is god gb size barang segel parmi
31479,"Barang sesuai, sejauh ini bagus.",Positive,barang sesuai bagus
31502,"awalnya sih sdkit ragu alias aneh dikarenakan bahannya/fd nya ringan bgt,moga cuma prasaan aj...",Positive,sih sedikit ragu alias aneh bahanyafd nya ringan banget moga perasaan saja
31511,Lama banget datang nya lumayan sih,Positive,banget nya lumayan sih
31532,flasdisknya bagus cuman terlalu ringan dan kecil takut pecah kalo jatuh,Positive,flasdisknya bagus cuma ringan takut pecah kalau jatuh
31685,"muantap,",Positive,muantap
31692,Bagaimana caranya untuk memesan banyak? Saya mau pesan 30-50,Positive,mes pesan
31693,"Barang bagus, waktu kirim cukup cepat, packing bagus. Sama seperti penawarannya.",Positive,barang bagus kirim cepat packing bagus penawaranya
31694,"Bagus, pengiriman cepat dan ok.. Tks lazada..",Positive,bagus kirim cepat oke terimakasih lazada
31696,"mantap, pengiriman cepat dan barang ok",Positive,mantap kirim cepat barang oke
31699,"Kecil simple, sampe lumayan cepat.",Positive,simpel sampai lumayan cepat
31700,"Barang sudah diterima, ini tidak murni 16 gb, cuman 14 gb kebacanya, dan kecepatan transfernya tidak up 100mbps, rata"" kecepatan transfernya hanya 17mbps, dan kecepatan transfer paling tinggi hanya 25 mbps an, katanya ori tapi kok gini ya?",Negative,barang terima murni gb cuma gb baca cepat transfer up mbps cepat transfer mbps cepat transfer tinggi mbps an original gin iya
31702,barang sudah sampai bbrp hari yg lalu..seperti biasa mas kurir langganan yg anter ramah walau aku lg ngungsi di tmpt mertua..thank lazada n seller smoga awet barang nya,Positive,barang berapa yang mas kurir langanan yang antar ramah lagi ngungsi tempat mertua thank lazada dan seler semoga awet barang nya
31705,Sejauh ini bagus sih cuman ada masalah sedikit. Copy 7 film film cuman 6 yang kebaca. Mungkin datanya sih tapi sejauh ini bagus.,Positive,bagus sih cuma copy film film cuma baca data sih bagus
31717,"baru dipake sebulan dah. rusak, refurbis",Negative,dipakai bulan sudah rusak refurbis
31739,kok gak real 16gb.. cuma 14gb,Negative,tidak real gb gb
31745,"kapasitas tidak sama dengan realita, kecepatan cukup cepat rata rata  hanya 17mbps. agak kecewa",Negative,kapasitas realita cepat cepat mbps kecewa
31753,Barangnya bagus semoga bisa tahan lama kurirnya juga ramah terima kasih buat layanan terbaiknya,Positive,barang bagus moga tahan kurir ramah terima kasih layan baik
31757,"Sejauh ini bagus, tp gatau fd berjalan normal atau tidak karena belum digunakan",Positive,bagus tetapi tidak tahu fd jalan normal
31765,cepat sampai kemasan baik,Positive,cepat kemas
31767,"Mantab , puassss",Positive,mantap puas
31775,"Barang Bagus, harga juga murah..makin Setia jadi pelanggan lazada..",Positive,barang bagus harga murah setia pelang lazada
31790,sudah sampai,Positive,
31814,makasih ..,Positive,terimakasih
31847,"Bagus ni, gk ketuker deh brand yg udah terpercaya, meski murah. Fast speed. Kbukti ngegantiin flashdisk yg lbh mahal & error mulu, pdhl brand ngetop juga, cm emang bkn spesialis di flash drive",Positive,bagus ini tidak ketukar deh brand yang sudah percaya murah fast sped kbukti ngegantin flashdisk yang lebih mahal eror melulu padahal brand ngetop cuma memang bukan spesialis flash drive
31851,"thanks lazada barangnya sudah sampai dengan cepat, belum dicoba mudh2n real capacity 16 GB, packaging rapi dan kurirnya jg baik. Cuman flashdisknya dr bahan plastik yg tipis dan ringan banget, tp sesuailah dengan harga yg sangat murah dapet diskon pula. pokoknya lazada TOP.",Positive,terimakasih lazada barang cepat coba mudhn real capacity gb packaging rapi kurir juga cuma flashdisknya dari bahan plastik yang tipis ringan banget tetapi sesuai harga yang murah dapat diskon pokok lazada top
31899,"Bohong banget!!. Tertulis ""SanDisk Ultra USB 3.0 100MB/s Flashdisk 32GB CZ48"". Setelah dibuka kapasitasnya BUKAN 32GB Tapi cuma 28.6 GB. 3.4 GB nya lagi kemana? Hadeuuhh....gak bener ne!!!!!! Paket yang diterima pun Basah, Kotor dan Bau!!!",Negative,bohong banget tulis sandisk ultra usb mbs flashdisk gb cz buka kapasitas gb gb gb nya mana aduh tidak benar ini paket terima basah kotor bau
31900,"flasdisk nya bagus sekali dan sangat cepat dalam mengcopy data, terimakasih lazada saya sangat puas",Positive,flasdisk nya bagus cepat mengcopy data terimakasih lazada puas
